,Issuer Name,Security Id,Security Name,Industry,Sector Name,Industry,Igroup Name,Sector,,Index
,SATIN CREDITCARE NETWORK LIMITED,SATIN,Satin Creditcare Network Ltd,Microfinance Institutions,Financial Services,Financial Services,Finance,Microfinance Institutions,,
,Decorous Investment and Trading Co. Ltd.,DITCO,Decorous Investment & Trading Co Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Swagtam Trading & Services Limited,SWAGTAM,Swagtam Trading & Services Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Generic Engineering Construction and Projects Limited,GENCON,Generic Engineering Construction and Projects Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,NEERAJ PAPER MARKETING LIMITED,NEERAJ,Neeraj Paper Marketing Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,MUZALI ARTS LIMITED,MUZALI,Muzali Arts Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Tejnaksh Healthcare Limited,TEJNAKSH,Tejnaksh Healthcare Ltd,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,,
,Brilliant Portfolios Ltd.,BRIPORT,Brilliant Portfolios Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Richfield Financial Services Ltd.,RFSL,Richfield Financial Services Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Coffee Day Enterprises Limited,COFFEEDAY,Coffee Day Enterprises Ltd,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,,
,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFC First Bank Ltd,Private Sector Bank,Financial Services,Financial Services,Banks,Private Sector Bank,,
,BEARDSELL LIMITED,BEARDSELL,Beardsell Ltd,Packaging,Industrials,Capital Goods,Industrial Products,Packaging,,
,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Airline,Services,Services,Transport Services,Airline,,
,IGC Industries Limited,IGCIL,IGC Industries Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,S H Kelkar and Company Limited,SHK,S H Kelkar and Company Ltd,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,,
,Typhoon Financial Services Limited,TFSL,Typhoon Financial Services Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,PANORAMA STUDIOS INTERNATIONAL LIMITED,PANORAMA,Panorama Studios International Ltd,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
,Shree Ganesh Biotech (India) Limited,SHREEGANES,Shree Ganesh Biotech (India) Ltd,Biotechnology,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,,
,GTV Engineering Limited,GTV,GTV Engineering Ltd,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,LIC Mutual Fund,LICNETFN50,LIC MF EXCHANGE TRADED FUND- NIFTY 50,,-,-,-,-,,
,LIC Mutual Fund,LICNETFSEN,LIC MF EXCHANGE TRADED FUND- SENSEX,,-,-,-,-,,
,Tirupati Fin-Lease Ltd.,TFLL,Tirupati Finlease Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Garbi Finvest Limited,GARBIFIN,Garbi Finvest Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Smart Finsec Limited,SMARTFIN,Smart Finsec Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Adcon Capital Services Limited,ADCON,Adcon Capital Services Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,QUINT DIGITAL MEDIA LIMITED,QUINT,Quint Digital Media Ltd,Electronic Media,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,,
,HDFC Mutual Fund,HDFCNIFETF,HDFC Nifty ETF,,-,-,-,-,,
,HDFC Mutual Fund,SXETF,HDFC Sensex ETF - Open Ended Traded Fund,,-,-,-,-,,
,Uday Jewellery Industries Limited.,UDAYJEW,Uday Jewellery Industries Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Mayukh Dealtrade Limited,MAYUKH,Mayukh Dealtrade Ltd,Distributors,Consumer Discretionary,Consumer Services,Retailing,Distributors,,
,Navigant Corporate Advisors Limited,NAVIGANT,Navigant Corporate Advisors Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Grovy India Limited,GROVY,Grovy India Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,,
,Suncare Traders Limited,SCTL,Suncare Traders Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Creative Castings Limited,CREATIVE,Creative Castings Ltd,Castings & Forgings,Industrials,Capital Goods,Industrial Products,Castings & Forgings,,
,Aayush Food And Herbs Limited,AAYUSH,Aayush Food and Herbs Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,ELITECON INTERNATIONAL LIMITED,ELITECON,Elitecon International Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,LUX Industries Limited,LUXIND,Lux Industries Ltd,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,,
,Valley Magnesite Company Limited,VALLEY,Valley Magnesite Company Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Abhishek Infraventures Limited,ABHIINFRA,Abhishek Infraventures Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Apoorva Leasing Finance & Investment Company Limited,APOORVA,Apoorva Leasing Finance and Investment Company Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Beekay Niryat Limited,BNL,Beekay Niryat Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Narayana Hrudayalaya Limited,NH,Narayana Hrudayalaya Ltd,Hospital,Healthcare,Healthcare,Healthcare Services,Hospital,,
,F MEC INTERNATIONAL FINANCIAL SERVICES LIMITED,FMEC,F Mec International Financial Services Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Deep Diamond India Limited,DDIL,Deep Diamond India Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Abhijit Trading Co. Ltd.,ABHIJIT,Abhijit Trading Company Ltd,Other Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,,
,REMEDIUM LIFECARE LIMITED,REMLIFE,Remedium Lifecare Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,AARNAV FASHIONS LIMITED,AARNAV,Aarnav Fashions Ltd,Trading - Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,,
,Sunshine Capital Ltd.,SCL,Sunshine Capital Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,SHARANAM INFRAPROJECT AND TRADING LIMITED,SIPTL,Sharanam Infraproject and Trading Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Shivansh Finserv Limited,SHIVA,Shivansh Finserve Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Mishtann Foods Limited,MISHTANN,Mishtann Foods Ltd,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,,
,Delta Industrial Resources Limited,DELTA,Delta Industrial Resources Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Oracle Credit Limited,ORACLECR,Oracle Credit Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Kotia Enterprises Limited,KEL,Kotia Enterprises Ltd,Distributors,Consumer Discretionary,Consumer Services,Retailing,Distributors,,
,CHAMAK HOLDINGS LIMITED,CHAMAK,Chamak Holdings Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Blue Cloud Softech Solutions Limited,BLUECLOUDS,Blue Cloud Softech Solutions Ltd,Software Products,Information Technology,Information Technology,IT - Software,Software Products,,
,A Infrastructure Limited,AINFRA,A Infrastructure Ltd,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,BCL Enterprises Limited,BCLENTERPR,BCL Enterprises Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,TeamLease Services Limited,TEAMLEASE,TeamLease Services Ltd,Diversified Commercial Services,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,,
,Vidli Restaurants Limited,VIDLI,Vidli Restaurants Ltd,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,,
,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,,
,ACE MEN ENGG WORKS LIMITED,ACEMEN,Ace Men Engg Works Ltd,Distributors,Consumer Discretionary,Consumer Services,Retailing,Distributors,,
,BFL Asset Finvest Limited,BFLAFL,BFL Asset Finvest Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Radhagobind Commercial Limited,RCL,Radhagobind Commercial Ltd,Distributors,Consumer Discretionary,Consumer Services,Retailing,Distributors,,
,Quick Heal Technologies Limited,QUICKHEAL,Quick Heal Technologies Ltd,Software Products,Information Technology,Information Technology,IT - Software,Software Products,,
,Ganga Pharmaceuticals Limited,GANGAPHARM,Ganga Pharmaceuticals Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,dynamic Archistructures Limited,DAL,Dynamic Archistructures Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,LUCENT INDUSTRIES LIMITED,LUCENT,Lucent Industries Ltd,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,Shivkamal Impex Limited,SHIVKAMAL,Shivkamal Impex Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,K.P. Energy Limited,KPEL,K.P. Energy Ltd,Power Generation,Utilities,Power,Power,Power Generation,,
,INTERACTIVE FINANCIAL SERVICES LIMITED,IFINSER,Interactive Financial Services Ltd,Other Capital Market related Services,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services,,
,HILIKS TECHNOLOGIES LIMITED,HILIKS,Hiliks Technologies Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,Gokul Agro Resources Ltd,GOKULAGRO,Gokul Agro Resources Ltd,Edible Oil,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,,
,Fredun Pharmaceuticals Limited,FREDUN,Fredun Pharmaceuticals Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Simbhaoli Sugars Ltd,SIMBHALS,Simbhaoli Sugars Ltd,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,,
,Relicab Cable Manufacturing Limited,RELICAB,Relicab Cable Manufacturing Ltd,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Vantage Knowledge Academy Limited,VKAL,Vantage Knowledge Academy Ltd,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,Modern Converters Limited,MODCL,Modern Converters Ltd,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Mega Nirman & Industries Limited,MNIL,Mega Nirman and Industries Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,Advik Capital Limited,ADVIKCA,Advik Capital Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,LIC Mutual Fund,LICNFNHGP,LIC MF Exchange Traded Fund- NIFTY 100,,-,-,-,-,,
,Pudumjee Paper Products Limited,PDMJEPAPER,Pudumjee Paper Products Ltd,Paper & Paper Products,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,,
,HealthCare Global Enterprises Limited,HCG,HealthCare Global Enterprises Ltd,Hospital,Healthcare,Healthcare,Healthcare Services,Hospital,,
,Khemani Distributors & Marketing Limited,KDML,Khemani Distributors & Marketing Ltd,Distributors,Consumer Discretionary,Consumer Services,Retailing,Distributors,,
,Umiya Tubes Limited,UMIYA,Umiya Tubes Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Bharat Wire Ropes Limited,BHARATWIRE,Bharat Wire Ropes Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,CHD Chemicals Limited,CHDCHEM,CHD Chemicals Ltd,Trading - Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,,
,INFIBEAM AVENUES LIMITED,INFIBEAM,Infibeam Avenues Ltd,Financial Technology (Fintech),Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),,
,LE LAVOIR LIMITED,LELAVOIR,LE Lavoir Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Mudra Financial Services Ltd.,MUDRA,Mudra Financial Services Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,Balgopal Commercial limited,BALGOPAL,Balgopal Commercial Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Superior Finlease Limited,SUPERIOR,Superior Finlease Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,RPEL,Raghav Productivity Enhancers Ltd,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,,
,Franklin Leasing and Finance Limited,FRANKLIN,Franklin Leasing and Finance Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Lancer Container Lines Limited,LANCER,Lancer Container Lines Ltd,Logistics Solution Provider,Services,Services,Transport Services,Logistics Solution Provider,,
,NINtec Systems Limited,NINSYS,NINtec Systems Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,Halder Venture Limited,HALDER,Halder Venture Ltd,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,,
,Thyrocare Technologies Limited,THYROCARE,Thyrocare Technologies Ltd,Healthcare Service Provider,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,,
,Bajaj Healthcare Limited,BAJAJHCARE,Bajaj Healthcare Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,Ujjivan Financial Services Limited,UJJIVAN,Ujjivan Financial Services Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,RSD Finance Limited,RSDFIN,RSD Finance Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,Crompton Greaves Consumer Electricals Limited,CROMPTON,Crompton Greaves Consumer Electricals Ltd,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,,
,Pilani Investment And Industries Corporation Limited,PILANIINVS,Pilani Investment and Industries Corporation Ltd,Holding Company,Financial Services,Financial Services,Finance,Holding Company,,
,Darshan Orna Limited,DARSHANORNA,Darshan Orna Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Parag Milk Foods Limited,PARAGMILK,Parag Milk Foods Ltd,Dairy Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,,
,Madhav Infra Projects Limited,MADHAVIPL,Madhav Infra Projects Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Kome-on Communication Limited,KOCL,Kome-On Communication Ltd,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
,Svarnim Trade Udyog Limited,SNIM,Svarnim Trade Udyog Ltd,Trading - Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,,
,NAGARJUNA FERTILIZERS AND CHEMICALS LTD.,NAGARFERT,Nagarjuna Fertilizers and Chemicals Ltd,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,,
,Shanti Educational Initiatives Limited,SEIL,Shanti Educational Initiatives Ltd,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,LIKHAMI CONSULTING LIMITED,LIKHAMI,Likhami Consulting Ltd,Consulting Services,Services,Services,Commercial Services & Supplies,Consulting Services,,
,Medico Intercontinental Limited,MIL,Medico Intercontinental Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,Yash Chemex Limited,YASHCHEM,Yash Chemex Ltd,Trading - Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,,
,Max Ventures and Industries Limited,MAXVIL,Max Ventures and Industries Ltd,Holding Company,Financial Services,Financial Services,Finance,Holding Company,,
,ICICI Prudential Mutual Fund,ICICINV20,ICICI Prudential Nifty50 Value 20 ETF,,-,-,-,-,,
,Bazel International Limited,BAZELINTER,Bazel International Ltd,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),,
,JINDAL LEASEFIN LIMITED,JLL,Jindal Leasefin Ltd,Investment Company,Financial Services,Financial Services,Finance,Investment Company,,
,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Airline,Services,Services,Transport Services,Airline,,
,Mahanagar Gas Limited,MGL,Mahanagar Gas Ltd,LPG/CNG/PNG/LNG Supplier,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier,,
,Zeal Aqua Limited,ZEAL,Zeal Aqua Ltd,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood,,
,Quess Corp Limited,QUESS,Quess Corp Ltd,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),,
,DIGJAM LIMITED,DIGJAMLTD,Digjam Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,ICICI Prudential Mutual Fund,ICICIMCAP,ICICI Prudential S&P BSE Midcap Select ETF,,-,-,-,-,,
,Advance Syntex Limited,ASYL,Advance Syntex Ltd,Packaging,Industrials,Capital Goods,Industrial Products,Packaging,,
,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,HUIL,Hindusthan Urban Infrastructure Ltd,Other Electrical Equipment,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,,
,Titaanium Ten Enterprise Limited,TITAANIUM,Titaanium Ten Enterprise Ltd,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,,
,Commercial Syn Bags Limited,COMSYN,Commercial Syn Bags Ltd,Packaging,Industrials,Capital Goods,Industrial Products,Packaging,,
,CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Confidence Futuristic Energetech Ltd,Trading & Distributors,Services,Services,Commercial Services & Supplies,Trading & Distributors,,
,LLOYDS STEELS INDUSTRIES LIMITED,LLOYDSTEEL,Lloyds Steels Industries Ltd,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,,
,Kwality Pharmaceuticals Limited,KPL,Kwality Pharmaceuticals Ltd,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,,
,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,EAST WEST HOLDINGS LIMITED,EASTWEST,East West Holdings Ltd,Logistics Solution Provider,Services,Services,Transport Services,Logistics Solution Provider,,
,Aditya Birla Sun Life Mutual Fund,BSLSENETFG,Aditya Birla Sun Life S&P BSE Sensex ETF,,-,-,-,-,,
,COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,Colorchips New Media Ltd,TV Broadcasting & Software Production,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,,
,Advanced Enzyme Technologies Limited,ADVENZYMES,Advanced Enzyme Technologies Ltd,Biotechnology,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology,,
,Ladam Affortable Housing Limited,LAHL,Ladam Affordable Housing Ltd,Residential- Commercial Projects,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",,
,PRABHAT TECHNOLOGIES (INDIA) LIMITED,PTIL,Prabhat Technologies (India) Ltd,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,,
,Dilip Buildcon Limited,DBL,Dilip Buildcon Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,S.P. Apparels Limited,SPAL,S.P. Apparels Ltd,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,,
,Bigbloc Construction Limited,BIGBLOC,Bigbloc Construction Ltd,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,,
,Golden Crest Education & Services Limited,GOLDENCREST,Golden Crest Education & Services Ltd,Education,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,,
,ECS Biztech Limited,ECS,ECS Biztech Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,Future Retail Ltd.,FRETAIL,Future Retail Ltd,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,,
,RBL Bank Limited,RBLBANK,RBL Bank Ltd,Private Sector Bank,Financial Services,Financial Services,Banks,Private Sector Bank,,
,AMS POLYMERS LIMITED,AMS,AMS Polymers Ltd,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,Shiva Granito Export Limited,SHIVAEXPO,Shiva Granito Export Ltd,Other Construction Materials,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,,
,BLS International Services Ltd,BLS,BLS International Services Ltd,Tour- Travel Related Services,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services",,
,Mitsu Chem Plast Limited,MITSU,Mitsu Chem Plast Ltd,Packaging,Industrials,Capital Goods,Industrial Products,Packaging,,
,Sprayking Agro Equipment Limited,SPRAYKING,Sprayking Agro Equipment Ltd,Other Industrial Products,Industrials,Capital Goods,Industrial Products,Other Industrial Products,,
,Narayani Steels Limited,NARAYANI,Narayani Steels Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,Sab Events & Governance Now Media Limited,GOVNOW,SAB Events & Governance Now Media Ltd,Electronic Media,Consumer Discretionary,"Media, Entertainment & Publication",Media,Electronic Media,,
,Riddhi Steel and Tube Limited,RSTL,Riddhi Steel and Tube Ltd,Iron & Steel Products,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,,
,TV VISION LIMITED,TVVISION,TV Vision Ltd,TV Broadcasting & Software Production,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,,
,Visco Trade Associates Ltd,VISCO,Visco Trade Associates Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,TIAAN CONSUMER LIMITED,TIAANC,Tiaan Consumer Ltd,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,,
,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,IT Enabled Services,Information Technology,Information Technology,IT - Services,IT Enabled Services,,
,G N A Axles Limited,GNA,G N A Axles Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,Radhika Jeweltech Limited,RADHIKAJWE,Radhika Jeweltech Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,ICICI Prudential Life Insurance Company Limited,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Life Insurance,Financial Services,Financial Services,Insurance,Life Insurance,,
,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,IISL,Ishaan Infrastructures and Shelters Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,ARC Finance Limited,ARCFIN,ARC Finance Ltd,Other Financial Services,Financial Services,Financial Services,Finance,Other Financial Services,,
,HPL Electric & Power Limited,HPL,HPL Electric & Power Ltd,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,,
,Sagarsoft (India) Limited,SAGARSOFT,Sagarsoft (India) Ltd,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,,
,DRA CONSULTANTS LIMITED,DRA,DRA Consultants Ltd,Consulting Services,Services,Services,Commercial Services & Supplies,Consulting Services,,
,Valiant Organics Limited,VALIANTORG,Valiant Organics Ltd,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,,
,ADITYA CONSUMER MARKETING LIMITED,ACML,Aditya Consumer Marketing Ltd,Diversified Retail,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,,
,Shashijit Infraprojects Limited,SHASHIJIT,Shashijit Infraprojects Ltd,Civil Construction,Industrials,Construction,Construction,Civil Construction,,
,Bindal Exports Limited,BINDALEXPO,Bindal Exports Ltd,Gems- Jewellery And Watches,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",,
,Diksat Transworld Limited,DIKSAT,Diksat Transworld Ltd,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,,
,IDFC Mutual Fund,IDFSENSEXE,IDFC SENSEX ETF,,-,-,-,-,,
,Purple Entertainment Limited,PURPLE,Purple Entertainment Ltd,Film Production- Distribution & Exhibition,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",,
